POSTE;DATE;RR1;QRR1;DRR1;QDRR1;HNEIGEF;QHNEIGEF;NEIGETOT;QNEIGETOT;T;QT;TD;QTD;TN;QTN;HTN;QHTN;TX;QTX;HTX;QHTX;DG;QDG;T10;QT10;T20;QT20;T50;QT50;T100;QT100;TNSOL;QTNSOL;TN50;QTN50;TCHAUSSEE;QTCHAUSSEE;TW;QTW;PSTAT;QPSTAT;PMER;QPMER;GEOP;QGEOP;PMERMIN;QPMERMIN;FF;QFF;DD;QDD;FXI;QFXI;DXI;QDXI;HXI;QHXI;FXY;QFXY;DXY;QDXY;HXY;QHXY;FF2;QFF2;DD2;QDD2;FXI2;QFXI2;DXI2;QDXI2;HXI2;QHXI2;FXI3S;QFXI3S;DXI3S;QDXI3S;HXI3S;QHXI3S;U;QU;UN;QUN;HUN;QHUN;UX;QUX;HUX;QHUX;UABS;QUABS;DHUMI40;QDHUMI40;DHUMI80;QDHUMI80;DHUMEC;QDHUMEC;TSV;QTSV;ENTH;QENTH;INS;QINS;GLO;QGLO;DIR;QDIR;DIF;QDIF;GLO2;QGLO2;UV;QUV;INFRAR;QINFRAR;UV_INDICE;QUV_INDICE;N;QN;NBAS;QNBAS;CL;QCL;CM;QCM;CH;QCH;N1;QN1;C1;QC1;B1;QB1;N2;QN2;C2;QC2;B2;QB2;N3;QN3;B3;QB3;C3;QC3;N4;QN4;C4;QC4;B4;QB4;WW;QWW;VV;QVV;DVV200;QDVV200;W1;QW1;W2;QW2;SOL;QSOL;SOLNG;QSOLNG;TSNEIGE;QTSNEIGE;TUBENEIGE;QTUBENEIGE;ESNEIGE;QESNEIGE;HNEIGEFI3;QHNEIGEFI3;HNEIGEFI1;QHNEIGEFI1;TMER;QTMER;VVMER;QVVMER;ETATMER;QETATMER;DIRHOULE;QDIRHOULE;TLAGON;QTLAGON;UV2;QUV2;INS2;QINS2;INFRAR2;QINFRAR2;DIR2;QDIR2;DIF2;QDIF2
76217001;2000010100;0,0;1;;;;;;;7,8;1;6,1;1;7,3;1;;;8,0;1;;;;;;;;;;;;;;;;;;;7,0;1;1018,1;1;1022,2;1;;;;;4,0;1;210;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;89;1;;;;;;;;;7,2;1;;;;;;;9,4;1;22,5;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
76217001;2000010101;0,0;1;;;;;;;7,6;1;6,7;1;7,5;1;;;7,8;1;;;;;;;;;;;;;;;;;;;7,2;1;1018,0;1;1022,1;1;;;;;4,0;1;200;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;94;1;;;;;;;;;7,6;1;;;;;;;9,8;1;22,9;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
76217001;2000010102;0,0;1;;;;;;;7,9;1;7,1;1;7,5;1;;;7,9;1;;;;;;;;;;;;;;;;;;;7,5;1;1018,3;1;1022,4;1;;;;;4,0;1;210;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;95;1;;;;;;;;;7,8;1;;;;;;;10,1;1;23,7;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
76217001;2000010103;0,2;1;;;;;;;9,0;1;8,2;1;7,9;1;;;9,0;1;;;;;;;;;;;;;;;;;;;8,6;1;1018,4;1;1022,5;1;;;;;5,0;1;250;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;95;1;;;;;;;;;8,4;1;;;;;;;10,9;1;26,1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
76217001;2000010104;0,0;1;;;;;;;9,2;1;8,1;1;8,9;1;;;9,3;1;;;;;;;;;;;;;;;;;;;8,7;1;1018,5;1;1022,6;1;;;;;5,0;1;260;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;93;1;;;;;;;;;8,3;1;;;;;;;10,8;1;26,2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
76217001;2000010105;0,0;1;;;;;;;9,5;1;8,6;1;9,2;1;;;9,5;1;;;;;;;;;;;;;;;;;;;9,1;1;1018,5;1;1022,5;1;;;;;6,0;1;270;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;94;1;;;;;;;;;8,6;1;;;;;;;11,2;1;27,0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
76217001;2000010106;0,0;1;;;;;;;9,2;1;8,3;1;9,2;1;;;9,4;1;;;;;;;;;;;;;;;;;;;8,7;1;1018,9;1;1023,0;1;;;;;5,0;1;270;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;94;1;;;;;;;;;8,4;1;;;;;;;10,9;1;26,3;1;;;;;;;;;;;;;;;;;8;1;8;1;6;1;2;1;;;8;9;4;9;2000;9;;;;;;;;;;;;;;;;;;;0;1;10000;1;;;;;;;1;1;;;;;;;;;;;;;;;;;2;1;;;;;;;;;;;;;;
76217001;2000010107;0,0;1;;;;;;;9,2;1;8,4;1;9,0;1;;;9,3;1;;;;;;;;;;;;;;;;;;;8,9;1;1019,4;1;1023,5;1;;;;;5,0;1;260;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;95;1;;;;;;;;;8,5;1;;;;;;;11,1;1;26,5;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
76217001;2000010108;0,0;1;;;;;;;9,1;1;8,3;1;9,0;1;;;9,4;1;;;;;;;;;;;;;;;;;;;8,7;1;1020,1;1;1024,2;1;;;;;6,0;1;270;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;95;1;;;;;;;;;8,4;1;;;;;;;10,9;1;26,3;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
76217001;2000010109;0,2;1;;;;;;;9,0;1;8,4;1;8,9;1;;;9,1;1;;;;;;;;;;;;;;;;;;;8,7;1;1020,6;1;1024,7;1;;;;;5,0;1;270;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;96;1;;;;;;;;;8,4;1;;;;;;;11,0;1;26,3;1;;;;;;;;;;;;;;;;;8;1;8;1;7;1;;;;;8;9;7;9;600;9;;;;;;;;;;;;;;;;;;;51;1;1500;1;;;5;1;2;1;;;;;;;;;;;;;;;;;;;2;1;;;;;;;;;;;;;;
76217001;2000010110;0,0;1;;;;;;;9,3;1;8,8;1;8,9;1;;;9,4;1;;;;;;;;;;;;;;;;;;;9,1;1;1021,1;1;1025,2;1;;;;;4,0;1;270;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;97;1;;;;;;;;;8,7;1;;;;;;;11,4;1;27,1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
76217001;2000010111;0,0;1;;;;;;;8,7;1;8,3;1;8,6;1;;;9,4;1;;;;;;;;;;;;;;;;;;;8,5;1;1021,4;1;1025,5;1;;;;;3,0;1;280;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;97;1;;;;;;;;;8,4;1;;;;;;;10,9;1;25,8;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
76217001;2000010112;0,0;1;;;;;;;8,8;1;8,3;1;8,6;1;;;8,8;1;;;;;;;;;;;;;;;;;;;8,5;1;1021,6;1;1025,7;1;;;;;2,0;1;260;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;97;1;;;;;;;;;8,4;1;;;;;;;10,9;1;26,0;1;;;;;;;;;;;;;;;;;8;1;8;1;6;1;;;;;8;9;7;9;600;9;;;;;;;;;;;;;;;;;;;10;1;1500;1;;;5;1;2;1;;;;;;;;;;;;;;;;;;;2;1;;;;;;;;;;;;;;
