POSTE;DATE;RR1;QRR1;DRR1;QDRR1;HNEIGEF;QHNEIGEF;NEIGETOT;QNEIGETOT;T;QT;TD;QTD;TN;QTN;HTN;QHTN;TX;QTX;HTX;QHTX;DG;QDG;T10;QT10;T20;QT20;T50;QT50;T100;QT100;TNSOL;QTNSOL;TN50;QTN50;TCHAUSSEE;QTCHAUSSEE;TW;QTW;PSTAT;QPSTAT;PMER;QPMER;GEOP;QGEOP;PMERMIN;QPMERMIN;FF;QFF;DD;QDD;FXI;QFXI;DXI;QDXI;HXI;QHXI;FXY;QFXY;DXY;QDXY;HXY;QHXY;FF2;QFF2;DD2;QDD2;FXI2;QFXI2;DXI2;QDXI2;HXI2;QHXI2;FXI3S;QFXI3S;DXI3S;QDXI3S;HXI3S;QHXI3S;U;QU;UN;QUN;HUN;QHUN;UX;QUX;HUX;QHUX;UABS;QUABS;DHUMI40;QDHUMI40;DHUMI80;QDHUMI80;DHUMEC;QDHUMEC;TSV;QTSV;ENTH;QENTH;INS;QINS;GLO;QGLO;DIR;QDIR;DIF;QDIF;GLO2;QGLO2;UV;QUV;INFRAR;QINFRAR;UV_INDICE;QUV_INDICE;N;QN;NBAS;QNBAS;CL;QCL;CM;QCM;CH;QCH;N1;QN1;C1;QC1;B1;QB1;N2;QN2;C2;QC2;B2;QB2;N3;QN3;B3;QB3;C3;QC3;N4;QN4;C4;QC4;B4;QB4;WW;QWW;VV;QVV;DVV200;QDVV200;W1;QW1;W2;QW2;SOL;QSOL;SOLNG;QSOLNG;TSNEIGE;QTSNEIGE;TUBENEIGE;QTUBENEIGE;ESNEIGE;QESNEIGE;HNEIGEFI3;QHNEIGEFI3;HNEIGEFI1;QHNEIGEFI1;TMER;QTMER;VVMER;QVVMER;ETATMER;QETATMER;DIRHOULE;QDIRHOULE;TLAGON;QTLAGON;UV2;QUV2;INS2;QINS2;INFRAR2;QINFRAR2;DIR2;QDIR2;DIF2;QDIF2
76217001;2015010100;0,0;1;0;9;;;;;1,0;1;-2,0;9;0,8;1;2305;9;1,3;1;2347;9;0;9;;;;;;;;;;;;;;;0,0;9;1031,3;9;1036,4;1;;;1036,2;9;3,7;1;180;1;6,8;1;170;1;2345;9;4,3;1;180;1;2318;9;;;;;;;;;;;6,4;1;;;2337;9;80;1;79;9;2348;9;83;9;2301;9;4,2;9;0;9;50;9;;;5,3;9;9,1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
76217001;2015010101;0,0;1;;;;;;;1,1;1;-2,2;9;1,0;1;1;9;1,2;1;12;9;0;9;;;;;;;;;;;;;;;-0,0;9;1031,2;9;1036,3;1;;;1035,9;9;3,6;1;180;1;7,5;1;190;1;35;9;4,5;1;180;1;39;9;;;;;;;;;;;7,0;1;;;35;9;79;1;79;9;8;9;80;9;1;9;4,1;9;0;9;7;9;;;5,2;9;9,2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
76217001;2015010102;0,0;1;;;;;;;1,3;1;-2,2;9;1,1;1;101;9;1,4;1;144;9;0;9;;;;;;;;;;;;;;;0,1;9;1030,7;9;1035,8;1;;;1035,3;9;4,9;1;180;1;9,5;1;180;1;124;9;6,0;1;170;1;139;9;;;;;;;;;;;8,8;1;;;144;9;77;1;77;9;124;9;79;9;101;9;4,1;9;0;9;0;9;;;5,2;9;9,3;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
76217001;2015010103;0,0;1;;;;;;;0,5;1;-2,5;9;0,5;1;250;9;1,3;1;201;9;0;9;;;;;;;;;;;;;;;-0,5;9;1030,1;9;1035,2;1;;;1035,2;9;4,7;1;180;1;8,4;1;180;1;232;9;5,3;1;170;1;208;9;;;;;;;;;;;7,7;1;;;237;9;81;1;77;9;201;9;81;9;253;9;4,0;9;0;9;13;9;;;5,1;9;8,4;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
76217001;2015010104;0,0;1;;;;;;;1,2;1;-2,2;9;0,5;1;301;9;1,2;1;326;9;0;9;;;;;;;;;;;;;;;0,1;9;1030,4;9;1035,5;1;;;1034,6;9;6,5;1;170;1;11,4;1;180;1;357;9;6,6;1;180;1;359;9;;;;;;;;;;;10,3;1;;;357;9;78;1;77;9;330;9;81;9;301;9;4,1;9;0;9;18;9;;;5,2;9;9,2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
76217001;2015010105;0,0;1;;;;;;;1,1;1;-2,2;9;1,1;1;407;9;1,2;1;401;9;0;9;;;;;;;;;;;;;;;-0,0;9;1031,0;9;1036,1;1;;;1035,5;9;6,3;1;180;1;9,9;1;180;1;423;9;6,3;1;170;1;401;9;;;;;;;;;;;9,2;1;;;423;9;78;1;77;9;401;9;78;9;413;9;4,1;9;0;9;0;9;;;5,2;9;9,1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
76217001;2015010106;0,0;1;0;9;;;;;1,0;1;-2,5;9;0,8;1;528;9;1,1;1;501;9;0;9;;;;;;;;;;;;;;;-0,2;9;1030,6;9;1035,7;1;;;1035,6;9;5,6;1;180;1;10,0;1;180;1;504;9;6,4;1;180;1;502;9;;;;;;;;;;;8,9;1;;;510;9;78;1;78;9;501;9;79;9;518;9;4,0;9;0;9;0;9;;;5,1;9;8,9;1;;;;;;;;;;;;;;;;;0;9;0;9;0;9;0;9;0;9;;;;;;;;;;;;;;;;;;;;;;;;;0;9;12000;9;;;0;9;1;9;;;;;;;;;;;;;;;;;7;9;3;9;;;;;;;;;;;;;;
76217001;2015010107;0,0;1;0;9;;;;;1,1;1;-2,5;9;0,9;1;611;9;1,1;1;658;9;0;9;;;;;;;;;;;;;;;-0,1;9;1029,7;9;1034,8;1;;;1034,7;9;6,0;1;170;1;9,9;1;180;1;652;9;6,4;1;170;1;641;9;;;;;;;;;;;9,2;1;;;637;9;77;1;77;9;700;9;79;9;633;9;4,0;9;0;9;0;9;;;5,1;9;9,0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
76217001;2015010108;0,0;1;0;9;;;;;1,3;1;-2,2;9;1,0;1;701;9;1,3;1;738;9;0;9;;;;;;;;;;;;;;;0,1;9;1030,1;9;1035,2;1;;;1034,8;9;5,9;1;180;1;10,2;1;170;1;736;9;6,2;1;180;1;745;9;;;;;;;;;;;9,5;1;;;737;9;77;1;77;9;701;9;78;9;702;9;4,1;9;0;9;0;9;;;5,2;9;9,3;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
76217001;2015010109;0,0;1;0;9;;;;;2,1;1;-2,2;9;1,3;1;801;9;2,1;1;847;9;0;9;;;;;;;;;;;;;;;0,6;9;1030,4;9;1035,5;1;;;1035,2;9;5,5;1;180;1;12,3;1;180;1;808;9;6,9;1;180;1;811;9;;;;;;;;;;;11,7;1;;;810;9;73;1;73;9;850;9;77;9;801;9;4,1;9;0;9;0;9;;;5,2;9;10,1;1;;;;;;;;;;;;;;;;;6;9;6;9;0;9;7;9;0;9;6;9;3;9;3500;9;;;;;;;;;;;;;;;;;;;3;9;15000;9;;;1;9;1;9;;;;;;;;;;;;;;;;;7;9;3;9;;;;;;;;;;;;;;
76217001;2015010110;0,0;1;0;9;;;;;2,5;1;-2,2;9;2,2;1;901;9;2,6;1;914;9;0;9;;;;;;;;;;;;;;;0,9;9;1030,7;9;1035,8;1;;;1035,4;9;6,4;1;180;1;10,5;1;170;1;921;9;6,6;1;170;1;940;9;;;;;;;;;;;9,9;1;;;921;9;71;1;71;9;913;9;73;9;901;9;4,1;9;0;9;0;9;;;5,2;9;10,5;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
76217001;2015010111;0,0;1;0;9;;;;;3,8;1;-2,0;9;2,4;1;1005;9;3,8;1;1057;9;0;9;;;;;;;;;;;;;;;1,8;9;1029,6;9;1034,7;1;;;1034,7;9;6,8;1;170;1;11,8;1;160;1;1038;9;6,8;1;170;1;1100;9;;;;;;;;;;;10,8;1;;;1039;9;66;1;66;9;1100;9;72;9;1010;9;4,1;9;0;9;0;9;;;5,3;9;12,0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
76217001;2015010112;0,0;1;0;9;;;;;4,5;1;-2,0;9;3,7;1;1107;9;4,6;1;1148;9;0;9;;;;;;;;;;;;;;;2,2;9;1029,2;9;1034,3;1;;;1034,3;9;6,7;1;180;1;12,4;1;180;1;1131;9;7,4;1;180;1;1155;9;;;;;;;;;;;11,3;1;;;1133;9;63;1;63;9;1130;9;66;9;1101;9;4,1;9;0;9;0;9;;;5,3;9;12,7;1;;;;;;;;;;;;;;;;;6;9;6;9;0;9;7;9;0;9;6;9;3;9;3500;9;2;9;5;9;4000;9;;;;;;;;;;;;;2;9;15000;9;;;1;9;1;9;;;;;;;;;;;;;;;;;7;9;3;9;;;;;;;;;;;;;;
76217001;2015010113;0,0;1;0;9;;;;;4,7;1;-1,7;9;4,5;1;1202;9;4,8;1;1222;9;0;9;;;;;;;;;;;;;;;2,4;9;1028,7;9;1033,8;1;;;1033,8;9;6,1;1;190;1;13,0;1;190;1;1209;9;7,8;1;180;1;1215;9;;;;;;;;;;;11,9;1;;;1213;9;63;1;62;9;1205;9;63;9;1201;9;4,2;9;0;9;0;9;;;5,4;9;13,1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
