POSTE;DATE;RR1;QRR1;DRR1;QDRR1;HNEIGEF;QHNEIGEF;NEIGETOT;QNEIGETOT;T;QT;TD;QTD;TN;QTN;HTN;QHTN;TX;QTX;HTX;QHTX;DG;QDG;T10;QT10;T20;QT20;T50;QT50;T100;QT100;TNSOL;QTNSOL;TN50;QTN50;TCHAUSSEE;QTCHAUSSEE;TW;QTW;PSTAT;QPSTAT;PMER;QPMER;GEOP;QGEOP;PMERMIN;QPMERMIN;FF;QFF;DD;QDD;FXI;QFXI;DXI;QDXI;HXI;QHXI;FXY;QFXY;DXY;QDXY;HXY;QHXY;FF2;QFF2;DD2;QDD2;FXI2;QFXI2;DXI2;QDXI2;HXI2;QHXI2;FXI3S;QFXI3S;DXI3S;QDXI3S;HXI3S;QHXI3S;U;QU;UN;QUN;HUN;QHUN;UX;QUX;HUX;QHUX;UABS;QUABS;DHUMI40;QDHUMI40;DHUMI80;QDHUMI80;DHUMEC;QDHUMEC;TSV;QTSV;ENTH;QENTH;INS;QINS;GLO;QGLO;DIR;QDIR;DIF;QDIF;GLO2;QGLO2;UV;QUV;INFRAR;QINFRAR;UV_INDICE;QUV_INDICE;N;QN;NBAS;QNBAS;CL;QCL;CM;QCM;CH;QCH;N1;QN1;C1;QC1;B1;QB1;N2;QN2;C2;QC2;B2;QB2;N3;QN3;B3;QB3;C3;QC3;N4;QN4;C4;QC4;B4;QB4;WW;QWW;VV;QVV;DVV200;QDVV200;W1;QW1;W2;QW2;SOL;QSOL;SOLNG;QSOLNG;TSNEIGE;QTSNEIGE;TUBENEIGE;QTUBENEIGE;ESNEIGE;QESNEIGE;HNEIGEFI3;QHNEIGEFI3;HNEIGEFI1;QHNEIGEFI1;TMER;QTMER;VVMER;QVVMER;ETATMER;QETATMER;DIRHOULE;QDIRHOULE;TLAGON;QTLAGON;UV2;QUV2;INS2;QINS2;INFRAR2;QINFRAR2;DIR2;QDIR2;DIF2;QDIF2
76217001;2008010100;0,0;9;;;;;;;5,8;1;4,3;9;5,8;1;2352;9;6,2;1;2301;9;0;9;;;;;;;;;;;;;;;5,2;9;1023,3;9;1028,1;1;;;1028,4;9;3,1;1;170;1;5,0;9;160;1;2311;9;3,9;1;160;1;2331;9;;;;;;;;;;;;;;;;;90;9;89;9;2344;9;90;9;2301;9;6,4;9;0;9;60;9;;;8,3;9;18,7;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
76217001;2008010101;0,0;9;;;;;;;5,8;1;4,1;9;5,8;1;1;9;5,9;1;13;9;0;9;;;;;;;;;;;;;;;5,1;9;1022,8;9;1027,6;1;;;1027,8;9;3,3;1;160;1;5,0;9;170;1;25;9;3,6;1;180;1;28;9;;;;;;;;;;;;;;;;;89;9;89;9;100;9;90;9;1;9;6,4;9;0;9;60;9;;;8,2;9;18,6;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
76217001;2008010102;0,0;9;;;;;;;5,6;1;4,3;9;5,6;1;113;9;5,8;1;101;9;0;9;;;;;;;;;;;;;;;5,0;9;1022,2;9;1027,0;1;;;1027,3;9;3,0;1;170;1;4,0;9;150;1;104;9;3,5;1;160;1;106;9;;;;;;;;;;;;;;;;;91;9;89;9;101;9;91;9;149;9;6,5;9;0;9;60;9;;;8,3;9;18,5;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
76217001;2008010103;0,0;9;;;;;;;5,2;1;3,9;9;5,1;1;238;9;5,6;1;201;9;0;9;;;;;;;;;;;;;;;4,7;9;1021,8;9;1026,6;1;;;1026,9;9;2,6;1;180;1;4,0;9;180;1;229;9;3,0;1;160;1;201;9;;;;;;;;;;;;;;;;;92;9;91;9;201;9;92;9;232;9;6,3;9;0;9;60;9;;;8,1;9;17,9;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
76217001;2008010104;0,0;9;;;;;;;5,0;1;3,9;9;4,9;1;322;9;5,2;1;301;9;0;9;;;;;;;;;;;;;;;4,6;9;1021,3;9;1026,1;1;;;1026,4;9;3,0;1;170;1;4,0;9;170;1;352;9;3,1;1;170;1;331;9;;;;;;;;;;;;;;;;;93;9;92;9;301;9;93;9;315;9;6,3;9;0;9;60;9;;;8,1;9;17,6;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
76217001;2008010105;0,0;9;;;;;;;4,7;1;3,6;9;4,7;1;453;9;5,1;1;405;9;0;9;;;;;;;;;;;;;;;4,2;9;1020,9;9;1025,7;1;;;1026,0;9;3,1;1;170;1;4,0;9;170;1;402;9;3,1;1;170;1;407;9;;;;;;;;;;;;;;;;;93;9;93;9;401;9;93;9;401;9;6,2;9;0;9;60;9;;;7,9;9;17,1;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
76217001;2008010106;0,0;9;;;;;;;5,0;1;3,9;9;4,7;1;502;9;5,0;1;551;9;0;9;;;;;;;;;;;;;;;4,6;9;1020,5;9;1025,3;1;;;1025,6;9;2,8;1;170;1;4,0;9;170;1;524;9;3,2;1;170;1;509;9;;;;;;;;;;;;;;;;;93;9;93;9;501;9;93;9;501;9;6,3;9;0;9;60;9;;;8,1;9;17,6;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
76217001;2008010107;0,0;9;;;;;;;4,6;1;3,6;9;4,6;1;632;9;5,0;1;601;9;0;9;;;;;;;;;;;;;;;4,2;9;1020,2;9;1025,0;1;;;1025,3;9;2,8;1;170;1;4,0;9;170;1;639;9;3,3;1;180;1;643;9;;;;;;;;;;;;;;;;;93;9;92;9;610;9;93;9;601;9;6,2;9;0;9;60;9;;;7,9;9;16,9;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
76217001;2008010108;0,0;9;;;;;;;4,4;1;3,6;9;4,4;1;736;9;4,6;1;701;9;0;9;;;;;;;;;;;;;;;4,1;9;1019,8;9;1024,6;1;;;1024,8;9;3,6;1;170;1;5,0;9;170;1;751;9;3,6;1;170;1;758;9;;;;;;;;;;;;;;;;;94;9;93;9;701;9;94;9;750;9;6,2;9;0;9;60;9;;;7,9;9;16,6;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
76217001;2008010109;0,2;9;;;;;;;4,7;1;3,8;9;4,4;1;801;9;4,7;1;831;9;0;9;;;;;;;;;;;;;;;4,3;9;1019,8;9;1024,6;1;;;1024,9;9;3,4;1;170;1;5,0;9;180;1;808;9;3,6;1;170;1;801;9;;;;;;;;;;;;;;;;;94;9;94;9;801;9;94;9;801;9;6,2;9;0;9;60;9;;;8,0;9;17,2;9;;;;;;;;;;;;;;;;;8;9;8;9;5;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;9;6000;9;;;1;9;1;9;;;;;;;;;;;;;;;;;6;9;2;9;;;;;;;;;;;;;;
