POSTE;DATE;RR1;QRR1;DRR1;QDRR1;HNEIGEF;QHNEIGEF;NEIGETOT;QNEIGETOT;T;QT;TD;QTD;TN;QTN;HTN;QHTN;TX;QTX;HTX;QHTX;DG;QDG;T10;QT10;T20;QT20;T50;QT50;T100;QT100;TNSOL;QTNSOL;TN50;QTN50;TCHAUSSEE;QTCHAUSSEE;TW;QTW;PSTAT;QPSTAT;PMER;QPMER;GEOP;QGEOP;PMERMIN;QPMERMIN;FF;QFF;DD;QDD;FXI;QFXI;DXI;QDXI;HXI;QHXI;FXY;QFXY;DXY;QDXY;HXY;QHXY;FF2;QFF2;DD2;QDD2;FXI2;QFXI2;DXI2;QDXI2;HXI2;QHXI2;FXI3S;QFXI3S;DXI3S;QDXI3S;HXI3S;QHXI3S;U;QU;UN;QUN;HUN;QHUN;UX;QUX;HUX;QHUX;UABS;QUABS;DHUMI40;QDHUMI40;DHUMI80;QDHUMI80;DHUMEC;QDHUMEC;TSV;QTSV;ENTH;QENTH;INS;QINS;GLO;QGLO;DIR;QDIR;DIF;QDIF;GLO2;QGLO2;UV;QUV;INFRAR;QINFRAR;UV_INDICE;QUV_INDICE;N;QN;NBAS;QNBAS;CL;QCL;CM;QCM;CH;QCH;N1;QN1;C1;QC1;B1;QB1;N2;QN2;C2;QC2;B2;QB2;N3;QN3;B3;QB3;C3;QC3;N4;QN4;C4;QC4;B4;QB4;WW;QWW;VV;QVV;DVV200;QDVV200;W1;QW1;W2;QW2;SOL;QSOL;SOLNG;QSOLNG;TSNEIGE;QTSNEIGE;TUBENEIGE;QTUBENEIGE;ESNEIGE;QESNEIGE;HNEIGEFI3;QHNEIGEFI3;HNEIGEFI1;QHNEIGEFI1;TMER;QTMER;VVMER;QVVMER;ETATMER;QETATMER;DIRHOULE;QDIRHOULE;TLAGON;QTLAGON;UV2;QUV2;INS2;QINS2;INFRAR2;QINFRAR2;DIR2;QDIR2;DIF2;QDIF2
76217001;2005010100;0,0;9;;;;;;;7,7;1;6,7;9;7,6;1;;;9,1;1;;;;;;;;;;;;;;;;;;;7,2;9;1023,1;9;1027,8;1;;;;;3,0;9;190;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;93;9;;;;;;;;;7,6;9;;;;;;;9,8;9;23,0;9;;;;;;;;;;;;;;;;;6;9;6;9;2;9;0;9;0;9;;;;;;;;;;;;;;;;;;;;;;;;;2;9;10000;9;;;2;9;2;9;;;;;;;;;;;;;;;;;;;3;9;;;;;;;;;;;;;;
76217001;2005010101;0,0;9;;;;;;;7,4;1;6,5;9;7,3;1;;;8,0;1;;;;;;;;;;;;;;;;;;;7,0;9;1023,4;9;1028,1;1;;;;;2,0;9;190;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;94;9;;;;;;;;;7,5;9;;;;;;;9,7;9;22,5;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
76217001;2005010102;0,0;9;;;;;;;8,3;1;7,6;9;7,3;1;;;8,3;1;;;;;;;;;;;;;;;;;;;7,9;9;1022,9;9;1027,6;1;;;;;2,0;9;220;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;95;9;;;;;;;;;8,0;9;;;;;;;10,4;9;24,6;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
76217001;2005010103;0,0;9;;;;;;;8,3;1;7,4;9;8,1;1;;;8,4;1;;;;;;;;;;;;;;;;;;;7,9;9;1022,3;9;1027,0;1;;;;;3,0;9;210;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;94;9;;;;;;;;;7,9;9;;;;;;;10,3;9;24,4;9;;;;;;;;;;;;;;;;;6;9;6;9;2;9;0;9;0;9;;;;;;;;;;;;;;;;;;;;;;;;;2;9;10000;9;;;2;9;2;9;;;;;;;;;;;;;;;;;;;3;9;;;;;;;;;;;;;;
76217001;2005010104;0,0;9;;;;;;;8,4;1;7,3;9;8,3;1;;;8,5;1;;;;;;;;;;;;;;;;;;;7,9;9;1022,1;9;1026,8;1;;;;;3,0;9;210;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;93;9;;;;;;;;;7,8;9;;;;;;;10,2;9;24,4;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
76217001;2005010105;0,0;9;;;;;;;8,1;1;7,0;9;8,1;1;;;8,5;1;;;;;;;;;;;;;;;;;;;7,6;9;1021,9;9;1026,6;1;;;;;3,0;9;210;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;93;9;;;;;;;;;7,7;9;;;;;;;10,0;9;23,8;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
76217001;2005010106;0,0;9;;;;;;;7,8;1;7,0;9;7,6;1;;;8,2;1;;;;;;;;;;;;;;;;;;;7,4;9;1021,8;9;1026,5;1;;;;;3,0;9;190;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;95;9;;;;;;;;;7,7;9;;;;;;;10,0;9;23,5;9;;;;;;;;;;;;;;;;;8;9;8;9;5;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;9;1500;9;;;;;;;;;;;;;;;;;;;;;;;;;2;9;;;;;;;;;;;;;;
76217001;2005010107;0,0;9;;;;;;;7,4;1;6,8;9;7,4;1;;;7,8;1;;;;;;;;;;;;;;;;;;;7,1;9;1021,3;9;1026,0;1;;;;;4,0;9;170;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;96;9;;;;;;;;;7,6;9;;;;;;;9,9;9;22,9;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
76217001;2005010108;0,0;9;;;;;;;7,4;1;7,0;9;7,3;1;;;7,4;1;;;;;;;;;;;;;;;;;;;7,2;9;1021,5;9;1026,2;1;;;;;4,0;9;180;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;97;9;;;;;;;;;7,7;9;;;;;;;10,0;9;23,0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
76217001;2005010109;0,0;9;;;;;;;7,8;1;7,4;9;7,4;1;;;7,8;1;;;;;;;;;;;;;;;;;;;7,6;9;1020,8;9;1025,5;1;;;;;3,0;9;160;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;97;9;;;;;;;;;7,9;9;;;;;;;10,3;9;23,9;9;;;;;;;;;;;;;;;;;7;9;7;9;5;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;9;8000;9;;;2;9;2;9;;;;;;;;;;;;;;;;;;;2;9;;;;;;;;;;;;;;
