POSTE;DATE;RR1;QRR1;DRR1;QDRR1;HNEIGEF;QHNEIGEF;NEIGETOT;QNEIGETOT;T;QT;TD;QTD;TN;QTN;HTN;QHTN;TX;QTX;HTX;QHTX;DG;QDG;T10;QT10;T20;QT20;T50;QT50;T100;QT100;TNSOL;QTNSOL;TN50;QTN50;TCHAUSSEE;QTCHAUSSEE;TW;QTW;PSTAT;QPSTAT;PMER;QPMER;GEOP;QGEOP;PMERMIN;QPMERMIN;FF;QFF;DD;QDD;FXI;QFXI;DXI;QDXI;HXI;QHXI;FXY;QFXY;DXY;QDXY;HXY;QHXY;FF2;QFF2;DD2;QDD2;FXI2;QFXI2;DXI2;QDXI2;HXI2;QHXI2;FXI3S;QFXI3S;DXI3S;QDXI3S;HXI3S;QHXI3S;U;QU;UN;QUN;HUN;QHUN;UX;QUX;HUX;QHUX;UABS;QUABS;DHUMI40;QDHUMI40;DHUMI80;QDHUMI80;DHUMEC;QDHUMEC;TSV;QTSV;ENTH;QENTH;INS;QINS;GLO;QGLO;DIR;QDIR;DIF;QDIF;GLO2;QGLO2;UV;QUV;INFRAR;QINFRAR;UV_INDICE;QUV_INDICE;N;QN;NBAS;QNBAS;CL;QCL;CM;QCM;CH;QCH;N1;QN1;C1;QC1;B1;QB1;N2;QN2;C2;QC2;B2;QB2;N3;QN3;B3;QB3;C3;QC3;N4;QN4;C4;QC4;B4;QB4;WW;QWW;VV;QVV;DVV200;QDVV200;W1;QW1;W2;QW2;SOL;QSOL;SOLNG;QSOLNG;TSNEIGE;QTSNEIGE;TUBENEIGE;QTUBENEIGE;ESNEIGE;QESNEIGE;HNEIGEFI3;QHNEIGEFI3;HNEIGEFI1;QHNEIGEFI1;TMER;QTMER;VVMER;QVVMER;ETATMER;QETATMER;DIRHOULE;QDIRHOULE;TLAGON;QTLAGON;UV2;QUV2;INS2;QINS2;INFRAR2;QINFRAR2;DIR2;QDIR2;DIF2;QDIF2
76217001;2007010100;0,0;9;;;;;;;11,7;1;8,0;9;11,0;1;;;11,9;1;;;;;;;;;;;;;;;;;;;9,9;9;1011,6;9;1016,2;1;;;;;12,0;1;240;1;19,0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;78;9;;;;;;;;;8,1;9;;;;;;;10,7;9;28,6;9;;;;;;;;;;;;;;;;;7;9;7;9;7;9;7;9;0;9;;;;;;;;;;;;;;;;;;;;;;;;;2;9;20000;9;;;6;9;2;9;;;;;;;;;;;;;;;;;;;2;9;;;;;;;;;;;;;;
76217001;2007010101;0,0;9;;;;;;;11,7;1;8,9;9;11,6;1;;;12,0;1;;;;;;;;;;;;;;;;;;;10,3;9;1011,2;9;1015,8;1;;;;;11,0;1;230;1;20,0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;83;9;;;;;;;;;8,7;9;;;;;;;11,4;9;29,6;9;;;;;;;;;;;;;;;;;7;9;7;9;7;9;7;9;0;9;;;;;;;;;;;;;;;;;;;;;;;;;2;9;20000;9;;;6;9;2;9;;;;;;;;;;;;;;;;;;;2;9;;;;;;;;;;;;;;
76217001;2007010102;0,0;9;;;;;;;11,5;1;7,4;9;11,3;1;;;11,8;1;;;;;;;;;;;;;;;;;;;9,5;9;1011,2;9;1015,8;1;;;;;12,0;1;240;1;19,0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;76;9;;;;;;;;;7,8;9;;;;;;;10,3;9;27,7;9;;;;;;;;;;;;;;;;;7;9;7;9;7;9;7;9;0;9;;;;;;;;;;;;;;;;;;;;;;;;;2;9;20000;9;;;6;9;2;9;;;;;;;;;;;;;;;;;;;2;9;;;;;;;;;;;;;;
76217001;2007010103;0,0;9;;;;;;;10,7;1;6,7;9;10,7;1;;;11,4;1;;;;;;;;;;;;;;;;;;;8,8;9;1011,7;9;1016,3;1;;;;;11,0;1;230;1;19,0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;76;9;;;;;;;;;7,5;9;;;;;;;9,8;9;26,0;9;;;;;;;;;;;;;;;;;7;9;7;9;7;9;7;9;0;9;;;;;;;;;;;;;;;;;;;;;;;;;2;9;20000;9;;;6;9;2;9;;;;;;;;;;;;;;;;;;;2;9;;;;;;;;;;;;;;
76217001;2007010104;0,0;9;;;;;;;10,6;1;7,4;9;10,6;1;;;10,9;1;;;;;;;;;;;;;;;;;;;9,1;9;1011,4;9;1016,0;1;;;;;10,0;1;230;1;19,0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;81;9;;;;;;;;;7,9;9;;;;;;;10,3;9;26,8;9;;;;;;;;;;;;;;;;;7;9;7;9;7;9;7;9;0;9;;;;;;;;;;;;;;;;;;;;;;;;;2;9;20000;9;;;6;9;2;9;;;;;;;;;;;;;;;;;;;2;9;;;;;;;;;;;;;;
76217001;2007010105;3,4;1;;;;;;;9,3;1;6,7;9;7,6;1;;;10,7;1;;;;;;;;;;;;;;;;;;;8,1;9;1011,1;9;1015,7;1;;;;;11,0;1;230;1;29,0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;84;9;;;;;;;;;7,5;9;;;;;;;9,8;9;24,7;9;;;;;;;;;;;;;;;;;7;9;7;9;7;9;7;9;0;9;;;;;;;;;;;;;;;;;;;;;;;;;2;9;20000;9;;;6;9;2;9;;;;;;;;;;;;;;;;;;;2;9;;;;;;;;;;;;;;
76217001;2007010106;0,4;9;;;;;;;9,1;1;7,0;9;9,0;1;;;10,1;1;;;;;;;;;;;;;;;;;;;8,1;9;1011,1;9;1015,7;1;;;;;12,0;1;240;1;19,0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;87;9;;;;;;;;;7,7;9;;;;;;;10,0;9;24,8;9;;;;;;;;;;;;;;;;;7;9;7;9;7;9;7;9;0;9;;;;;;;;;;;;;;;;;;;;;;;;;0;9;20000;9;;;;;;;;;;;;;;;;;;;;;;;8;9;2;9;;;;;;;;;;;;;;
76217001;2007010107;0,0;9;;;;;;;9,1;1;5,9;9;9,0;1;;;9,9;1;;;;;;;;;;;;;;;;;;;7,6;9;1011,1;9;1015,7;1;;;;;12,0;1;250;1;22,0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;81;9;;;;;;;;;7,1;9;;;;;;;9,3;9;23,8;9;;;;;;;;;;;;;;;;;7;9;7;9;7;9;7;9;0;9;;;;;;;;;;;;;;;;;;;;;;;;;0;9;20000;9;;;;;;;;;;;;;;;;;;;;;;;;;2;9;;;;;;;;;;;;;;
76217001;2007010108;0,6;9;;;;;;;8,9;1;6,2;9;8,0;1;;;9,2;1;;;;;;;;;;;;;;;;;;;7,7;9;1012,2;9;1016,8;1;;;;;16,0;1;270;1;27,0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;83;9;;;;;;;;;7,3;9;;;;;;;9,5;9;23,7;9;;;;;;;;;;;;;;;;;7;9;7;9;7;9;7;9;0;9;;;;;;;;;;;;;;;;;;;;;;;;;0;9;20000;9;;;;;;;;;;;;;;;;;;;;;;;;;2;9;;;;;;;;;;;;;;
76217001;2007010109;0,0;9;;;;;;;9,1;1;5,5;9;8,8;1;;;9,4;1;;;;;;;;;;;;;;;;;;;7,4;9;1014,1;9;1018,8;1;;;;;15,0;1;280;1;26,0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;78;9;;;;;;;;;6,9;9;;;;;;;9,0;9;23,2;9;;;;;;;;;;;;;;;;;7;9;7;9;7;9;7;9;0;9;;;;;;;;;;;;;;;;;;;;;;;;;0;9;20000;9;;;;;;;;;;;;;;;;;;;;;;;;;2;9;;;;;;;;;;;;;;
